source_email,relationship_type,target_email
example101901@students.claremontmckenna.edu,like,example100062@hmc.edu
example100063@mymail.pomona.edu,like,example100586@students.pitzer.edu
example100063@mymail.pomona.edu,friend,example100586@students.pitzer.edu
example100064@mymail.pomona.edu,friend,example101672@scrippscollege.edu
example100064@mymail.pomona.edu,like,example100086@students.pitzer.edu
example100064@mymail.pomona.edu,like,example100676@mymail.pomona.edu
example100064@mymail.pomona.edu,like,example101647@hmc.edu
example100064@mymail.pomona.edu,friend,example101054@mymail.pomona.edu
example100064@mymail.pomona.edu,friend,example101217@students.claremontmckenna.edu
example100065@students.pitzer.edu,friend,example101789@students.claremontmckenna.edu
example100065@students.pitzer.edu,friend,example101840@students.claremontmckenna.edu
example100065@students.pitzer.edu,like,example101522@hmc.edu
example100065@students.pitzer.edu,friend,example101522@hmc.edu
example100065@students.pitzer.edu,like,example101873@students.pitzer.edu
example100065@students.pitzer.edu,friend,example101873@students.pitzer.edu
example100065@students.pitzer.edu,like,example100100@scrippscollege.edu
example100065@students.pitzer.edu,like,example100983@students.claremontmckenna.edu
example100066@hmc.edu,friend,example101397@students.pitzer.edu
example100066@hmc.edu,like,example100657@students.claremontmckenna.edu
example100066@hmc.edu,friend,example100657@students.claremontmckenna.edu
example100066@hmc.edu,friend,example100240@scrippscollege.edu
example100066@hmc.edu,like,example100122@scrippscollege.edu
example100066@hmc.edu,friend,example100748@scrippscollege.edu
example100066@hmc.edu,like,example101996@hmc.edu
example100066@hmc.edu,friend,example101996@hmc.edu
example100066@hmc.edu,friend,example100309@students.pitzer.edu
example100066@hmc.edu,like,example100719@students.claremontmckenna.edu
example100066@hmc.edu,friend,example100719@students.claremontmckenna.edu
example100068@students.pitzer.edu,like,example100390@hmc.edu
example100068@students.pitzer.edu,like,example100402@students.pitzer.edu
example100402@students.pitzer.edu,like,example100068@students.pitzer.edu
example100068@students.pitzer.edu,friend,example100182@hmc.edu
example100068@students.pitzer.edu,like,example100953@scrippscollege.edu
example100068@students.pitzer.edu,friend,example100953@scrippscollege.edu
example100068@students.pitzer.edu,friend,example100572@scrippscollege.edu
example100572@scrippscollege.edu,friend,example100068@students.pitzer.edu
example100068@students.pitzer.edu,like,example101284@mymail.pomona.edu
example100068@students.pitzer.edu,friend,example101284@mymail.pomona.edu
example100068@students.pitzer.edu,friend,example100486@students.pitzer.edu
example100068@students.pitzer.edu,like,example101270@hmc.edu
example100068@students.pitzer.edu,like,example100702@mymail.pomona.edu
example100068@students.pitzer.edu,like,example101319@hmc.edu
example100069@students.claremontmckenna.edu,friend,example101305@scrippscollege.edu
example100069@students.claremontmckenna.edu,like,example101945@scrippscollege.edu
example100069@students.claremontmckenna.edu,friend,example101945@scrippscollege.edu
example101945@scrippscollege.edu,friend,example100069@students.claremontmckenna.edu
example100069@students.claremontmckenna.edu,like,example100004@students.pitzer.edu
example100069@students.claremontmckenna.edu,friend,example101229@students.pitzer.edu
example100069@students.claremontmckenna.edu,like,example100481@scrippscollege.edu
example100069@students.claremontmckenna.edu,friend,example101111@students.claremontmckenna.edu
example100069@students.claremontmckenna.edu,like,example101907@students.pitzer.edu
example100069@students.claremontmckenna.edu,like,example100216@students.pitzer.edu
example100069@students.claremontmckenna.edu,friend,example100939@students.pitzer.edu
example100070@mymail.pomona.edu,like,example101368@mymail.pomona.edu
example100070@mymail.pomona.edu,friend,example101368@mymail.pomona.edu
example100070@mymail.pomona.edu,like,example100245@mymail.pomona.edu
example100070@mymail.pomona.edu,friend,example100619@students.claremontmckenna.edu
example100070@mymail.pomona.edu,like,example100654@mymail.pomona.edu
example100070@mymail.pomona.edu,like,example101452@scrippscollege.edu
example100071@mymail.pomona.edu,like,example101269@students.pitzer.edu
example100071@mymail.pomona.edu,friend,example101517@students.claremontmckenna.edu
example100071@mymail.pomona.edu,friend,example100255@scrippscollege.edu
example100071@mymail.pomona.edu,like,example101897@scrippscollege.edu
example100071@mymail.pomona.edu,friend,example101897@scrippscollege.edu
example100071@mymail.pomona.edu,friend,example101742@hmc.edu
example100071@mymail.pomona.edu,friend,example100472@scrippscollege.edu
example100472@scrippscollege.edu,friend,example100071@mymail.pomona.edu
example100071@mymail.pomona.edu,like,example101560@mymail.pomona.edu
example100071@mymail.pomona.edu,friend,example100608@hmc.edu
example100071@mymail.pomona.edu,friend,example101232@students.pitzer.edu
example100071@mymail.pomona.edu,friend,example100154@hmc.edu
example100071@mymail.pomona.edu,friend,example100721@scrippscollege.edu
example100071@mymail.pomona.edu,friend,example100005@students.pitzer.edu
example100071@mymail.pomona.edu,friend,example101495@mymail.pomona.edu
example100071@mymail.pomona.edu,like,example100552@mymail.pomona.edu
example100071@mymail.pomona.edu,friend,example101315@scrippscollege.edu
example100071@mymail.pomona.edu,friend,example100952@students.pitzer.edu
example100071@mymail.pomona.edu,like,example100919@scrippscollege.edu
example100071@mymail.pomona.edu,friend,example100367@students.claremontmckenna.edu
example100071@mymail.pomona.edu,friend,example100719@students.claremontmckenna.edu
example100071@mymail.pomona.edu,friend,example100766@scrippscollege.edu
example100072@hmc.edu,like,example100284@scrippscollege.edu
example100072@hmc.edu,like,example101883@hmc.edu
example100072@hmc.edu,like,example100337@mymail.pomona.edu
example100072@hmc.edu,friend,example101016@students.claremontmckenna.edu
example100072@hmc.edu,friend,example100281@scrippscollege.edu
example100072@hmc.edu,like,example100446@students.pitzer.edu
example100072@hmc.edu,like,example100476@hmc.edu
example100072@hmc.edu,friend,example100476@hmc.edu
example100072@hmc.edu,like,example100159@mymail.pomona.edu
example100072@hmc.edu,friend,example100159@mymail.pomona.edu
example100072@hmc.edu,friend,example101869@hmc.edu
example100072@hmc.edu,like,example101247@mymail.pomona.edu
example100072@hmc.edu,like,example101612@students.claremontmckenna.edu
example100072@hmc.edu,like,example101099@mymail.pomona.edu
example101099@mymail.pomona.edu,like,example100072@hmc.edu
example100072@hmc.edu,like,example101981@students.pitzer.edu
example100072@hmc.edu,friend,example101679@mymail.pomona.edu
example100072@hmc.edu,like,example101724@hmc.edu
example100072@hmc.edu,friend,example101724@hmc.edu
example100073@students.claremontmckenna.edu,like,example100482@hmc.edu
example100074@students.pitzer.edu,like,example101032@scrippscollege.edu
example101032@scrippscollege.edu,like,example100074@students.pitzer.edu
example100074@students.pitzer.edu,like,example100217@mymail.pomona.edu
example100074@students.pitzer.edu,like,example100307@students.claremontmckenna.edu
example100074@students.pitzer.edu,friend,example100307@students.claremontmckenna.edu
example100074@students.pitzer.edu,like,example101981@students.pitzer.edu
example101981@students.pitzer.edu,like,example100074@students.pitzer.edu
example100074@students.pitzer.edu,friend,example101250@scrippscollege.edu
example100074@students.pitzer.edu,like,example100178@scrippscollege.edu
example100075@scrippscollege.edu,like,example101481@students.pitzer.edu
example100075@scrippscollege.edu,friend,example101481@students.pitzer.edu
example101481@students.pitzer.edu,friend,example100075@scrippscollege.edu
example100075@scrippscollege.edu,like,example100657@students.claremontmckenna.edu
example100075@scrippscollege.edu,friend,example100657@students.claremontmckenna.edu
example100657@students.claremontmckenna.edu,friend,example100075@scrippscollege.edu
example100075@scrippscollege.edu,like,example101168@students.claremontmckenna.edu
example100075@scrippscollege.edu,friend,example101168@students.claremontmckenna.edu
example100075@scrippscollege.edu,like,example101183@mymail.pomona.edu
example100075@scrippscollege.edu,friend,example101183@mymail.pomona.edu
example100075@scrippscollege.edu,like,example101729@hmc.edu
example100075@scrippscollege.edu,like,example100304@students.claremontmckenna.edu
example100075@scrippscollege.edu,friend,example100304@students.claremontmckenna.edu
example100075@scrippscollege.edu,like,example101882@mymail.pomona.edu
example100077@hmc.edu,like,example100562@scrippscollege.edu
example100077@hmc.edu,friend,example100957@students.claremontmckenna.edu
example100078@mymail.pomona.edu,friend,example100108@scrippscollege.edu
example100079@students.pitzer.edu,like,example100617@hmc.edu
example100079@students.pitzer.edu,friend,example100617@hmc.edu
example100079@students.pitzer.edu,like,example101770@scrippscollege.edu
example100079@students.pitzer.edu,friend,example101770@scrippscollege.edu
example100079@students.pitzer.edu,like,example100356@scrippscollege.edu
example100079@students.pitzer.edu,like,example100281@scrippscollege.edu
example100079@students.pitzer.edu,like,example101151@scrippscollege.edu
example100079@students.pitzer.edu,friend,example101151@scrippscollege.edu
example100080@hmc.edu,friend,example100837@students.pitzer.edu
example100080@hmc.edu,like,example101992@scrippscollege.edu
example100080@hmc.edu,like,example101166@hmc.edu
example100081@scrippscollege.edu,like,example100527@scrippscollege.edu
example100081@scrippscollege.edu,friend,example100527@scrippscollege.edu
example100081@scrippscollege.edu,like,example100305@mymail.pomona.edu
example100081@scrippscollege.edu,like,example100598@students.claremontmckenna.edu
example100081@scrippscollege.edu,friend,example100255@scrippscollege.edu
example100081@scrippscollege.edu,like,example101303@students.pitzer.edu
example100081@scrippscollege.edu,like,example101695@hmc.edu
example100081@scrippscollege.edu,like,example100698@hmc.edu
example100081@scrippscollege.edu,like,example101806@hmc.edu
example100081@scrippscollege.edu,like,example101001@students.pitzer.edu
example100082@mymail.pomona.edu,friend,example100692@hmc.edu
example100082@mymail.pomona.edu,like,example100471@mymail.pomona.edu
example100082@mymail.pomona.edu,friend,example101731@mymail.pomona.edu
example100082@mymail.pomona.edu,friend,example100885@students.claremontmckenna.edu
example100082@mymail.pomona.edu,like,example101340@hmc.edu
example100082@mymail.pomona.edu,friend,example101340@hmc.edu
example100082@mymail.pomona.edu,like,example101034@hmc.edu
example100082@mymail.pomona.edu,friend,example101520@mymail.pomona.edu
example100082@mymail.pomona.edu,like,example100051@students.pitzer.edu
example100082@mymail.pomona.edu,like,example100381@scrippscollege.edu
example100082@mymail.pomona.edu,like,example101772@hmc.edu
example100082@mymail.pomona.edu,friend,example101772@hmc.edu
example100082@mymail.pomona.edu,like,example100545@students.claremontmckenna.edu
example100082@mymail.pomona.edu,like,example101908@mymail.pomona.edu
example100082@mymail.pomona.edu,friend,example100883@scrippscollege.edu
example100082@mymail.pomona.edu,like,example100786@students.pitzer.edu
example100786@students.pitzer.edu,like,example100082@mymail.pomona.edu
example100082@mymail.pomona.edu,like,example101253@students.claremontmckenna.edu
example100083@students.claremontmckenna.edu,friend,example100678@mymail.pomona.edu
example100083@students.claremontmckenna.edu,like,example101274@scrippscollege.edu
example100083@students.claremontmckenna.edu,like,example100349@students.pitzer.edu
example100083@students.claremontmckenna.edu,friend,example101501@scrippscollege.edu
example100083@students.claremontmckenna.edu,friend,example101806@hmc.edu
example100084@students.claremontmckenna.edu,friend,example101548@scrippscollege.edu
